Vehicle_ID,Timestamp,Network_Type,Topology,Speed_kmh,Vehicle_Density_vehicles_km2,Signal_Strength_dBm,Distance_to_Receiver_m,CPU_Utilization_pct,Memory_Utilization_pct,Bandwidth_Utilization_pct,Network_Traffic_Mbps,Channel_Interference_pct,Interface_Errors,Active_Connections,Latency_ms,Packet_Loss_pct,Throughput_Mbps,Connection_Drops,Network_Issue
59,2026-08-05 04:47:00,5G,Highway,83.67,69.34,-48.79,151.23,52.32,25.85,19.06,75.45,42.68,5,99,80.12,4.7,73.39,0,0
80,2026-08-05 04:48:00,5G,Highway,35.31,74.21,-54.88,416.95,79.17,68.5,67.79,57.07,25.02,1,141,106.19,8.7,32.99,3,1
92,2026-08-05 04:49:00,5G,Urban,48.53,141.87,-73.35,80.0,91.94,97.3,34.11,96.0,55.44,4,133,97.98,3.69,39.79,0,1
16,2026-08-05 04:50:00,5G,Grid,0.0,86.69,-69.14,125.1,33.22,58.84,56.1,33.28,15.76,6,179,78.92,,75.4,1,0
62,2026-08-05 04:51:00,5G,Highway,63.27,70.3,-63.24,145.6,59.29,54.74,51.09,54.06,16.11,2,121,78.28,1.94,45.54,1,0
4,2026-08-05 04:52:00,5G,Grid,94.57,58.04,-55.78,96.32,45.06,41.95,61.47,31.08,35.19,3,149,90.06,4.58,56.49,2,0
45,2026-08-05 04:53:00,5G,Highway,62.2,5.0,-37.57,117.21,87.18,27.16,52.21,87.0,15.68,3,80,49.01,1.21,53.35,1,0
90,2026-08-05 04:54:00,4G,Grid,78.15,168.46,-75.89,67.88,69.47,49.56,67.75,75.7,61.25,3,161,145.62,5.99,31.12,1,1
28,2026-08-05 04:55:00,WiFi,Grid,77.4,172.83,-47.54,55.97,49.3,54.95,63.4,93.99,52.12,5,164,115.54,5.39,29.45,4,0
96,2026-08-05 04:56:00,4G,Urban,53.13,110.11,-71.32,274.33,38.53,22.4,51.21,97.1,56.98,1,102,105.15,6.19,47.26,3,1
66,2026-08-05 04:57:00,5G,Grid,0.0,43.59,-73.97,112.16,45.54,41.2,40.19,88.76,37.51,5,82,85.6,3.6,67.32,1,0
31,2026-08-05 04:58:00,5G,Urban,99.55,194.38,-71.87,162.28,39.11,37.77,81.0,75.02,59.98,5,190,122.29,6.95,18.05,1,1
3,2026-08-05 04:59:00,5G,Highway,74.1,28.84,-51.76,152.73,46.87,73.82,45.19,59.21,8.34,3,68,69.64,1.05,76.22,1,0
8,2026-08-05 05:00:00,5G,Grid,26.98,100.73,-76.58,71.0,45.57,63.68,48.8,92.87,23.15,3,138,74.85,2.37,49.27,0,0
24,2026-08-05 05:01:00,4G,Urban,72.38,16.48,-66.4,58.54,68.84,51.46,46.13,34.67,0.0,2,92,40.54,0.52,71.04,1,0
15,2026-08-05 05:02:00,4G,Highway,67.6,5.0,-75.7,85.47,42.19,60.65,46.07,40.31,24.56,2,79,73.9,0.0,52.3,0,0
43,2026-08-05 05:03:00,4G,Highway,98.71,94.28,-74.43,135.61,68.15,52.13,92.06,65.94,30.78,6,149,123.5,3.39,22.12,0,1
31,2026-08-05 05:04:00,4G,Highway,75.22,99.36,-47.74,76.13,44.48,83.19,76.27,74.1,13.06,4,151,128.6,4.11,30.03,0,0
73,2026-08-05 05:05:00,5G,Grid,75.32,89.76,-68.16,92.78,34.5,60.11,62.35,87.98,30.29,4,155,111.61,0.98,44.42,1,0
45,2026-08-05 05:06:00,5G,Highway,67.58,144.72,-77.99,39.74,53.03,53.0,63.22,98.3,42.95,3,165,102.88,2.9,35.4,0,0
66,2026-08-05 05:07:00,4G,Grid,40.45,83.08,-74.51,117.45,45.45,40.74,26.39,44.27,29.22,1,147,85.53,0.66,64.46,1,0
8,2026-08-05 05:08:00,5G,Urban,80.84,117.49,-63.81,125.09,34.98,71.96,35.47,61.17,37.12,3,160,92.98,4.63,69.05,1,0
71,2026-08-05 05:09:00,5G,Urban,61.29,53.69,-68.78,119.74,45.74,5.0,57.98,47.15,44.68,4,94,121.12,3.53,52.35,0,0
57,2026-08-05 05:10:00,5G,Urban,35.32,136.8,-67.96,68.92,89.66,31.46,65.37,63.84,40.91,2,146,110.4,3.7,39.74,0,1
80,2026-08-05 05:11:00,5G,Highway,43.55,140.21,-72.48,69.76,49.78,84.35,50.92,66.06,25.14,1,117,81.49,2.42,58.31,0,1
99,2026-08-05 05:12:00,5G,Urban,30.19,74.82,-52.34,65.83,63.84,18.35,48.94,50.87,26.77,3,140,101.28,2.46,55.41,0,0
30,2026-08-05 05:13:00,4G,Highway,91.67,100.01,-59.35,95.01,44.38,40.75,48.85,38.59,41.31,2,145,119.22,4.8,48.22,0,0
74,2026-08-05 05:14:00,4G,Urban,117.41,57.05,-71.37,81.1,73.66,66.04,45.55,84.73,17.02,3,88,66.05,1.85,70.16,3,0
18,2026-08-05 05:15:00,5G,Highway,94.34,76.18,-66.05,260.75,31.7,60.88,37.22,88.85,35.02,2,107,110.94,5.56,58.74,2,0
69,2026-08-05 05:16:00,5G,Urban,72.53,114.49,-80.22,323.85,80.95,49.81,69.6,17.75,38.21,4,98,109.62,7.56,18.29,2,1
93,2026-08-05 05:17:00,4G,Highway,60.17,104.39,-69.11,197.38,76.3,44.76,53.13,77.86,48.84,5,183,136.76,6.41,35.14,0,1
39,2026-08-05 05:18:00,5G,Highway,53.85,15.83,-78.35,126.68,55.65,36.85,52.56,119.61,27.13,3,118,86.67,2.44,58.55,1,0
60,2026-08-05 05:19:00,5G,Grid,34.38,39.51,-65.07,100.76,90.28,61.07,39.66,71.26,17.44,1,114,54.23,2.33,70.31,1,0
98,2026-08-05 05:20:00,5G,Highway,116.51,61.48,-69.55,75.54,74.03,44.79,50.31,98.72,22.68,6,88,77.72,2.43,43.94,0,0
43,2026-08-05 05:21:00,5G,Highway,33.05,93.79,-71.61,124.44,99.0,12.5,53.56,95.16,22.53,4,131,112.85,1.06,49.26,5,0
45,2026-08-05 05:22:00,4G,Grid,38.21,48.3,-65.86,109.71,73.48,33.16,36.5,36.35,25.92,3,101,55.32,0.73,77.3,1,0
23,2026-08-05 05:23:00,4G,Highway,56.53,28.44,-63.52,67.94,36.11,65.87,11.56,72.26,19.57,5,106,43.93,2.16,100.0,0,0
69,2026-08-05 05:24:00,5G,Urban,58.84,5.0,-51.64,77.65,45.18,81.6,54.4,9.76,0.0,3,58,67.97,0.61,61.48,1,0
94,2026-08-05 05:25:00,5G,Grid,78.86,168.45,-56.32,41.15,76.39,56.17,83.11,75.05,42.34,6,119,127.63,6.13,30.21,0,1
6,2026-08-05 05:26:00,5G,Highway,43.14,93.08,-53.73,68.62,28.22,42.73,44.3,67.98,36.15,2,103,73.87,2.73,61.08,1,0
56,2026-08-05 05:27:00,5G,Urban,6.32,27.3,-73.28,149.41,56.73,61.36,52.62,115.76,10.46,1,79,86.2,1.81,53.58,0,0
4,2026-08-05 05:28:00,WiFi,Highway,55.52,126.32,-63.68,211.8,5.0,51.42,30.33,87.49,55.07,4,161,93.05,4.79,62.62,1,0
93,2026-08-05 05:29:00,4G,Grid,57.41,144.74,-41.98,160.39,76.81,67.69,68.61,54.15,46.39,2,170,115.39,3.42,43.66,0,0
23,2026-08-05 05:30:00,5G,Grid,55.13,93.53,-69.45,90.99,55.8,87.5,55.36,84.02,22.87,0,90,105.19,3.45,58.2,2,0
6,2026-08-05 05:31:00,4G,Grid,54.76,109.92,-66.06,48.05,49.4,43.64,76.0,87.48,37.11,2,118,119.58,3.01,15.34,1,0
32,2026-08-05 05:32:00,4G,Urban,52.18,137.35,-65.86,62.15,56.4,98.31,74.08,78.08,43.02,0,116,123.82,8.53,39.55,3,1
18,2026-08-05 05:33:00,4G,Urban,24.92,109.22,-69.56,152.97,43.8,37.38,40.9,84.19,42.27,1,169,81.63,5.29,61.91,2,1
15,2026-08-05 05:34:00,5G,Urban,102.94,110.3,-48.68,150.09,36.08,21.16,68.32,117.13,31.17,2,207,126.45,1.69,44.15,0,0
40,2026-08-05 05:35:00,5G,Urban,101.36,23.63,-74.63,83.91,58.93,51.96,51.46,52.89,21.51,3,97,81.21,1.59,63.81,2,0
96,2026-08-05 05:36:00,4G,Grid,101.07,5.0,-51.8,95.99,49.73,22.89,49.33,62.78,3.76,6,128,48.16,1.08,65.21,1,0
73,2026-08-05 05:37:00,5G,Urban,28.8,119.46,-56.46,346.1,38.2,45.62,54.86,97.24,26.79,1,172,100.25,7.41,56.05,4,1
74,2026-08-05 05:38:00,WiFi,Highway,73.31,76.03,-68.91,45.54,96.07,30.8,85.55,47.76,32.8,2,140,141.55,3.44,25.82,4,1
84,2026-08-05 05:39:00,4G,Highway,50.16,66.81,-74.17,120.67,56.06,51.65,48.78,89.43,11.39,6,51,75.56,2.65,73.0,1,0
6,2026-08-05 05:40:00,WiFi,Highway,48.64,123.93,-68.49,61.54,49.47,58.83,64.7,62.27,35.92,1,138,118.85,3.86,18.61,0,0
63,2026-08-05 05:41:00,5G,Urban,36.0,46.81,-50.61,63.65,57.22,49.75,32.41,57.46,53.39,7,95,57.01,2.61,74.29,1,0
67,2026-08-05 05:42:00,4G,Urban,133.84,83.54,-51.85,150.95,56.13,58.63,86.46,66.04,42.02,2,76,129.31,4.92,27.3,1,1
11,2026-08-05 05:43:00,5G,Urban,55.04,87.28,-56.0,305.12,53.83,52.94,35.38,29.44,42.86,9,146,100.29,7.15,63.77,3,0
43,2026-08-05 05:44:00,WiFi,Urban,36.18,112.59,-69.3,168.56,29.53,32.31,49.75,84.59,59.8,2,147,98.26,4.79,43.86,1,1
17,2026-08-05 05:45:00,5G,Grid,65.87,98.65,-67.35,283.48,84.52,43.16,79.5,113.59,26.41,2,98,106.8,5.5,34.68,0,1
96,2026-08-05 05:46:00,5G,Grid,83.37,98.67,-58.61,41.47,41.59,36.17,49.03,61.68,38.12,4,94,86.81,3.34,52.67,0,0
4,2026-08-05 05:47:00,4G,Highway,58.04,68.81,-71.55,157.24,89.7,50.89,46.26,103.86,41.32,2,110,73.91,3.87,51.1,0,0
63,2026-08-05 05:48:00,5G,Grid,68.84,69.86,-55.44,197.48,34.52,51.32,45.0,2.0,8.44,4,176,53.74,1.26,65.36,0,0
68,2026-08-05 05:49:00,5G,Urban,90.05,98.61,-65.72,104.91,76.43,60.91,69.67,96.54,35.85,2,138,110.26,4.17,38.32,0,0
81,2026-08-05 05:50:00,WiFi,Highway,35.27,64.98,-52.79,189.49,78.75,33.48,56.95,28.18,21.28,1,145,92.86,1.21,58.78,0,0
41,2026-08-05 05:51:00,5G,Urban,66.98,51.86,-89.22,495.71,59.52,55.59,55.96,85.87,31.31,4,80,72.95,9.33,50.05,2,1
83,2026-08-05 05:52:00,4G,Highway,44.11,136.45,-77.11,130.32,22.37,41.7,90.61,44.49,38.61,6,158,119.92,5.02,35.53,0,1
5,2026-08-05 05:53:00,5G,Highway,40.32,58.01,-72.99,96.71,60.18,57.95,57.83,101.29,44.52,4,146,94.46,3.67,43.86,0,0
32,2026-08-05 05:54:00,4G,Urban,111.06,66.66,-61.81,224.14,84.2,51.7,56.43,27.98,19.72,6,173,88.33,4.62,57.66,1,1
86,2026-08-05 05:55:00,4G,Urban,59.5,134.06,-73.64,220.76,30.48,71.72,71.86,98.45,53.69,6,177,107.29,4.79,32.31,1,0
70,2026-08-05 05:56:00,5G,Urban,32.27,57.41,-35.3,103.45,50.34,52.56,61.97,54.52,41.3,3,73,75.28,2.0,37.4,1,0
35,2026-08-05 05:57:00,5G,Highway,58.88,97.85,-86.28,88.54,39.44,6.37,40.79,59.63,32.57,4,175,60.54,5.73,44.15,3,0
22,2026-08-05 05:58:00,4G,Urban,28.13,101.36,-52.71,220.57,68.67,60.97,58.36,66.47,23.29,3,146,71.07,3.7,51.74,0,0
65,2026-08-05 05:59:00,5G,Highway,55.91,81.39,-49.55,94.39,90.76,29.04,73.61,63.32,10.6,3,97,86.13,1.96,44.72,1,0
84,2026-08-05 06:00:00,5G,Highway,43.0,69.46,-60.53,116.49,57.89,68.16,6.4,85.58,51.49,4,118,47.64,4.21,78.32,0,0
22,2026-08-05 06:01:00,4G,Highway,76.31,39.94,-72.73,141.89,43.35,46.96,44.56,67.36,34.97,3,134,48.54,2.8,53.99,1,0
11,2026-08-05 06:02:00,5G,Highway,116.24,110.11,-68.29,108.33,95.78,54.36,67.05,79.24,42.24,6,184,124.18,3.37,25.82,0,1
77,2026-08-05 06:03:00,5G,Urban,57.1,129.11,-55.74,121.36,62.56,79.4,56.55,87.24,26.3,3,155,115.46,4.04,54.27,0,0
3,2026-08-05 06:04:00,4G,Highway,44.05,124.85,-91.98,76.21,57.39,59.98,45.66,31.66,57.58,5,160,95.57,4.66,50.61,0,1
9,2026-08-05 06:05:00,5G,Grid,64.55,99.84,-77.51,163.54,53.86,56.26,57.07,119.2,33.85,4,183,87.29,3.95,50.07,0,0
60,2026-08-05 06:06:00,5G,Highway,103.76,5.97,-76.06,96.04,35.8,62.27,57.52,50.23,16.09,4,85,36.44,0.13,56.84,0,0
76,2026-08-05 06:07:00,5G,Highway,76.46,115.78,-59.83,278.83,71.82,34.65,54.66,65.35,64.32,3,126,109.78,8.0,51.56,3,0
87,2026-08-05 06:08:00,4G,Highway,58.05,80.66,-51.67,128.04,76.11,77.38,40.22,63.42,34.62,2,89,83.15,2.83,63.67,0,0
14,2026-08-05 06:09:00,4G,Urban,4.14,61.32,-38.29,211.37,52.7,46.97,52.29,73.24,39.76,8,112,94.72,4.81,38.89,0,0
97,2026-08-05 06:10:00,4G,Highway,60.53,111.3,-95.96,169.6,71.98,55.39,24.05,110.48,20.55,1,140,70.07,3.05,71.82,0,0
18,2026-08-05 06:11:00,5G,Grid,83.74,94.04,-83.42,222.28,15.72,51.19,45.37,98.58,32.1,1,153,97.48,5.18,57.84,2,0
73,2026-08-05 06:12:00,5G,Urban,88.81,125.36,-73.13,93.8,52.7,30.59,49.68,89.12,34.63,1,135,81.21,3.27,58.66,1,0
23,2026-08-05 06:13:00,5G,Grid,98.7,98.64,-59.66,62.57,45.59,20.27,72.74,53.1,30.18,1,81,106.18,5.58,35.34,1,1
74,2026-08-05 06:14:00,5G,Urban,43.11,74.32,-56.53,73.22,61.82,51.89,57.91,60.28,30.85,3,85,82.59,3.64,62.65,0,0
83,2026-08-05 06:15:00,WiFi,Highway,50.71,71.04,-85.68,70.31,35.75,72.84,58.05,55.4,34.29,4,173,94.12,3.18,50.44,0,0
47,2026-08-05 06:16:00,5G,Grid,58.63,109.45,-62.35,76.52,24.11,65.67,52.03,55.99,38.06,3,175,115.65,3.97,59.14,0,1
69,2026-08-05 06:17:00,5G,Grid,81.87,31.48,-106.4,62.89,52.21,77.59,43.8,122.17,19.85,1,139,65.97,0.0,59.55,1,0
47,2026-08-05 06:18:00,5G,Grid,54.63,64.94,-63.62,112.59,56.4,91.03,63.44,86.54,24.19,2,86,82.44,3.38,38.87,1,0
87,2026-08-05 06:19:00,4G,Grid,76.7,5.0,-68.39,180.97,82.07,53.77,47.87,44.31,26.81,7,74,88.55,2.34,60.18,0,0
30,2026-08-05 06:20:00,4G,Urban,51.24,101.85,-69.49,58.94,68.66,46.56,43.45,72.4,47.48,3,161,106.14,3.06,54.78,0,0
25,2026-08-05 06:21:00,4G,Highway,42.24,110.8,-73.88,82.88,72.16,48.85,47.86,109.48,32.38,3,95,77.0,2.74,46.41,2,0
28,2026-08-05 06:22:00,4G,Urban,93.07,54.23,-69.35,210.63,19.54,54.34,57.02,15.72,53.4,2,54,89.05,4.47,47.38,1,0
98,2026-08-05 06:23:00,5G,Urban,70.75,41.26,-63.18,51.23,79.75,63.16,42.01,42.02,0.0,5,64,37.63,0.67,66.71,1,0
25,2026-08-05 06:24:00,5G,Urban,82.91,123.13,-43.09,119.96,77.52,36.65,68.76,59.64,45.69,1,126,107.85,4.55,32.28,0,1
74,2026-08-05 06:25:00,5G,Highway,56.22,56.43,-87.28,165.93,67.72,39.81,51.04,38.49,5.84,3,141,75.56,0.68,63.74,0,0
78,2026-08-05 06:26:00,4G,Highway,84.52,110.73,-72.09,378.0,5.0,52.01,56.81,65.08,49.32,5,152,137.2,8.26,33.94,4,1
58,2026-08-05 06:27:00,4G,Grid,32.25,84.43,-59.89,32.76,60.06,71.81,65.21,77.55,53.58,2,146,96.36,4.83,15.48,1,0
94,2026-08-05 06:28:00,5G,Highway,36.7,63.84,-68.9,58.13,46.12,54.14,28.52,64.62,35.07,3,100,78.09,4.31,68.75,0,0
41,2026-08-05 06:29:00,4G,Urban,88.38,108.2,-66.14,140.96,50.66,73.13,56.54,50.79,59.21,1,100,97.49,5.42,50.52,1,1
25,2026-08-05 06:30:00,4G,Highway,60.03,86.27,-76.8,97.71,42.62,60.26,36.23,55.41,35.31,2,128,83.95,3.69,64.82,0,0
78,2026-08-05 06:31:00,4G,Urban,55.1,144.78,-55.62,26.58,65.09,53.38,63.81,44.26,64.01,2,146,112.53,5.8,36.46,2,1
99,2026-08-05 06:32:00,4G,Highway,36.25,55.59,-100.59,93.94,34.07,60.7,45.34,66.39,19.12,2,98,82.67,1.47,60.43,2,0
48,2026-08-05 06:33:00,4G,Grid,84.53,32.01,-82.89,72.88,60.08,55.05,42.5,16.87,14.5,2,116,66.7,1.07,65.36,0,0
98,2026-08-05 06:34:00,5G,Highway,114.23,84.35,-38.67,48.45,83.93,52.53,57.77,48.17,33.35,2,129,113.22,1.53,49.88,0,0
10,2026-08-05 06:35:00,4G,Grid,79.01,104.05,-86.43,97.34,47.33,77.06,57.27,66.98,62.05,7,120,105.45,4.92,47.24,0,1
99,2026-08-05 06:36:00,WiFi,Highway,49.42,77.49,-81.08,57.89,49.82,74.57,37.88,62.18,41.6,2,122,84.07,4.48,57.28,3,0
75,2026-08-05 06:37:00,5G,Highway,100.83,156.94,-79.82,74.55,32.8,53.68,60.07,115.26,23.05,5,135,127.72,4.4,47.2,0,0
11,2026-08-05 06:38:00,4G,Highway,72.06,133.51,-76.12,245.17,74.15,51.69,63.1,93.67,54.57,0,129,112.71,6.54,29.49,4,1
85,2026-08-05 06:39:00,4G,Urban,49.88,63.98,-68.29,334.61,39.22,77.36,41.82,47.95,42.54,1,105,94.1,5.66,54.13,2,0
21,2026-08-05 06:40:00,5G,Urban,97.72,87.57,-51.82,73.06,44.58,52.59,41.92,34.33,21.02,3,82,60.84,3.1,60.13,0,0
86,2026-08-05 06:41:00,4G,Urban,56.95,12.79,-60.84,127.88,72.95,68.51,36.66,35.04,24.92,3,101,53.91,2.84,59.87,0,0
45,2026-08-05 06:42:00,5G,Urban,21.6,127.06,-71.54,169.06,,70.42,68.39,64.02,44.43,4,101,111.21,6.42,32.28,3,1
7,2026-08-05 06:43:00,WiFi,Urban,53.11,57.78,-41.76,75.35,24.74,75.39,61.02,70.19,21.27,4,78,93.28,0.47,65.62,0,0
81,2026-08-05 06:44:00,4G,Grid,76.9,92.96,-74.26,70.39,68.8,76.44,70.71,60.31,29.61,3,113,105.58,3.97,36.51,2,0
64,2026-08-05 06:45:00,5G,Highway,41.91,74.7,-67.14,170.27,52.76,54.51,46.28,54.6,7.59,4,126,107.15,3.21,58.98,0,0
64,2026-08-05 06:46:00,5G,Highway,9.57,25.43,-66.21,105.81,55.87,78.67,57.33,85.04,14.7,2,87,68.31,0.0,60.24,0,0
2,2026-08-05 06:47:00,4G,Urban,103.16,118.34,-55.29,106.59,87.14,70.61,56.8,97.35,35.6,3,64,107.71,3.12,43.61,2,1
76,2026-08-05 06:48:00,5G,Urban,140.0,42.65,-85.27,63.06,75.1,47.56,78.65,61.7,20.29,2,79,117.2,1.73,38.04,1,0
42,2026-08-05 06:49:00,5G,Urban,48.69,64.23,-83.36,68.37,82.34,66.25,48.03,67.78,25.92,3,157,71.62,3.46,63.82,1,0
82,2026-08-05 06:50:00,5G,Highway,44.36,119.12,-53.86,124.22,38.76,74.13,56.63,68.77,62.07,6,159,96.73,6.14,32.18,2,0
54,2026-08-05 06:51:00,5G,Highway,24.28,46.15,-41.23,94.41,87.48,41.33,37.76,89.78,28.76,3,69,81.73,3.47,65.61,0,0
75,2026-08-05 06:52:00,5G,Highway,39.01,144.63,-73.46,126.22,42.19,62.27,51.32,64.87,55.03,6,142,94.19,6.67,41.12,5,0
16,2026-08-05 06:53:00,4G,Highway,19.22,45.52,-86.93,201.32,43.61,77.16,71.42,65.66,32.26,3,128,91.19,3.96,46.35,0,0
18,2026-08-05 06:54:00,WiFi,Highway,25.46,38.22,-85.85,130.2,56.08,44.63,58.67,71.65,23.27,3,85,71.71,0.2,41.41,2,0
99,2026-08-05 06:55:00,4G,Urban,62.06,86.86,-52.46,83.93,68.88,69.41,71.28,91.26,52.56,4,97,86.8,4.79,29.48,1,0
59,2026-08-05 06:56:00,4G,Highway,17.79,150.36,-93.3,197.46,83.1,34.96,82.62,49.73,64.84,5,137,152.72,6.84,21.51,4,1
90,2026-08-05 06:57:00,5G,Highway,20.88,84.76,-67.04,117.81,57.02,30.77,68.16,80.54,43.24,4,134,96.31,5.36,33.19,4,0
16,2026-08-05 06:58:00,5G,Highway,67.8,124.26,-70.64,246.77,92.97,60.55,84.22,42.72,43.0,5,157,129.92,6.96,16.93,1,1
6,2026-08-05 06:59:00,5G,Urban,44.71,31.37,-78.13,81.14,99.0,47.99,36.68,48.83,21.25,3,132,43.86,2.66,67.25,0,0
57,2026-08-05 07:00:00,4G,Urban,71.99,70.34,-80.88,112.61,34.47,88.01,39.27,59.68,35.46,5,124,52.81,2.6,62.54,2,0
47,2026-08-05 07:01:00,WiFi,Urban,52.42,72.89,-57.56,99.48,85.02,32.77,59.18,61.14,9.8,1,137,103.29,1.03,56.62,1,0
48,2026-08-05 07:02:00,4G,Grid,56.8,34.55,-56.34,127.12,60.53,53.59,50.59,61.61,23.15,2,85,94.92,0.01,58.64,3,0
42,2026-08-05 07:03:00,4G,Highway,83.84,21.35,-50.49,136.27,78.39,49.4,46.25,11.6,32.77,2,66,91.37,0.63,58.16,0,0
76,2026-08-05 07:04:00,4G,Grid,46.64,75.34,-60.73,119.48,36.62,50.64,52.01,65.5,13.58,4,91,79.52,2.71,61.25,0,0
60,2026-08-05 07:05:00,5G,Highway,81.87,148.19,-67.89,186.94,82.7,94.37,59.29,119.07,27.09,2,153,128.92,3.85,42.25,2,1
77,2026-08-05 07:06:00,5G,Urban,50.24,93.74,-65.55,150.22,47.16,43.01,59.27,56.09,26.43,2,117,87.44,1.76,57.93,1,0
4,2026-08-05 07:07:00,5G,Highway,39.02,57.68,-53.14,460.29,80.17,42.46,38.13,43.95,17.13,4,75,101.33,7.27,76.15,1,1
2,2026-08-05 07:08:00,5G,Urban,31.93,5.0,-93.61,502.7,57.11,75.17,23.46,61.82,24.76,4,58,93.46,7.31,69.22,3,0
90,2026-08-05 07:09:00,4G,Grid,15.61,70.12,-61.34,81.49,55.44,19.8,55.39,70.38,34.09,1,174,102.38,0.86,54.99,0,0
59,2026-08-05 07:10:00,5G,Grid,27.27,67.41,-76.67,89.77,57.98,57.83,38.14,10.58,46.55,2,89,106.01,2.17,53.5,2,0
27,2026-08-05 07:11:00,4G,Highway,12.34,100.38,-62.36,59.17,72.96,26.19,70.63,104.44,21.42,1,128,113.78,2.12,40.33,1,0
27,2026-08-05 07:12:00,4G,Highway,34.15,74.85,-83.46,291.44,57.98,21.03,35.33,56.16,31.42,2,39,109.36,6.35,72.28,2,0
79,2026-08-05 07:13:00,5G,Highway,84.99,110.27,-55.25,94.18,70.05,51.94,71.67,57.75,58.0,0,127,121.97,4.86,20.9,0,1
72,2026-08-05 07:14:00,5G,Grid,61.77,115.7,-59.19,137.87,58.14,20.04,36.29,68.29,57.24,7,172,80.53,2.68,70.45,3,0
7,2026-08-05 07:15:00,5G,Urban,51.14,82.21,-78.58,61.75,33.74,35.67,37.8,69.17,12.65,6,113,78.21,0.68,67.4,0,0
63,2026-08-05 07:16:00,5G,Highway,42.64,82.77,-75.01,128.29,64.47,42.42,77.57,37.41,9.33,4,95,82.69,4.24,28.06,0,0
46,2026-08-05 07:17:00,4G,Highway,59.72,86.37,-76.38,45.41,66.34,75.02,74.73,79.52,40.13,4,95,119.44,3.0,41.71,2,0
63,2026-08-05 07:18:00,5G,Grid,62.85,15.21,-67.14,231.4,29.67,60.59,20.57,48.38,5.06,0,101,47.27,4.03,75.26,0,0
12,2026-08-05 07:19:00,4G,Grid,30.78,113.82,-37.55,328.94,51.5,52.1,61.13,40.74,30.72,1,170,101.23,5.92,36.92,3,1
13,2026-08-05 07:20:00,4G,Grid,74.98,152.89,-95.27,176.19,72.21,74.84,49.83,123.1,53.83,5,236,141.11,3.25,71.15,1,1
43,2026-08-05 07:21:00,4G,Highway,52.88,87.37,-63.11,71.2,60.67,5.0,64.7,53.67,33.76,5,44,105.91,2.67,43.6,0,0
17,2026-08-05 07:22:00,4G,Urban,70.31,53.69,-61.54,162.76,66.3,24.42,50.97,53.83,41.05,2,86,89.66,5.21,56.78,0,1
63,2026-08-05 07:23:00,5G,Highway,61.1,84.72,-75.96,133.75,49.82,28.15,53.02,47.02,17.72,2,127,66.71,1.38,43.77,0,0
81,2026-08-05 07:24:00,5G,Highway,22.28,67.6,-93.1,257.71,44.73,75.08,42.68,67.58,30.8,5,143,81.02,4.75,61.35,3,0
36,2026-08-05 07:25:00,5G,Highway,98.42,86.1,-71.02,191.12,64.56,70.19,64.99,40.68,27.7,1,166,103.09,3.09,47.6,3,0
85,2026-08-05 07:26:00,5G,Urban,61.68,72.52,-86.26,66.47,5.0,58.31,56.15,71.0,36.62,2,97,84.75,5.81,36.8,2,1
8,2026-08-05 07:27:00,WiFi,Highway,51.7,5.0,-59.65,227.42,67.87,82.46,14.54,51.61,20.31,5,70,50.55,2.5,83.59,1,0
69,2026-08-05 07:28:00,4G,Urban,78.31,88.82,-88.73,114.79,78.68,73.85,53.9,70.49,37.86,0,111,,2.04,35.15,2,0
90,2026-08-05 07:29:00,5G,Grid,29.59,173.97,-68.75,247.48,72.31,68.99,60.2,66.79,65.99,2,186,116.34,7.83,33.4,0,1
80,2026-08-05 07:30:00,5G,Urban,17.92,31.56,-79.56,50.74,58.17,38.07,44.58,72.68,31.66,5,123,52.77,2.66,67.0,1,0
36,2026-08-05 07:31:00,5G,Highway,77.58,128.89,-51.25,160.3,80.24,66.73,63.12,81.09,59.19,5,181,135.19,5.31,39.1,0,1
28,2026-08-05 07:32:00,4G,Urban,94.1,101.03,-44.45,102.05,79.86,72.76,60.06,87.59,33.88,2,145,96.25,3.61,27.65,1,0
93,2026-08-05 07:33:00,4G,Urban,70.02,48.24,-73.39,126.47,28.14,79.96,53.96,37.34,35.57,5,74,57.82,2.06,51.56,2,0
47,2026-08-05 07:34:00,4G,Grid,84.56,31.27,-83.77,82.62,50.23,60.78,24.68,73.05,15.66,2,115,54.45,0.82,77.59,0,0
76,2026-08-05 07:35:00,WiFi,Urban,26.55,95.51,-42.91,158.07,59.99,42.8,57.96,106.57,28.42,4,201,89.93,3.78,51.12,0,0
30,2026-08-05 07:36:00,5G,Urban,51.94,99.44,-70.05,71.71,61.5,51.85,73.74,66.78,22.53,5,174,97.95,2.28,26.7,1,0
23,2026-08-05 07:37:00,5G,Urban,43.57,24.67,-63.29,50.74,68.79,73.93,53.05,84.39,48.7,5,66,102.4,1.9,51.44,1,0
16,2026-08-05 07:38:00,5G,Highway,90.77,122.05,-69.82,79.43,68.34,61.38,54.08,54.42,29.24,4,176,77.4,3.17,55.38,0,0
14,2026-08-05 07:39:00,5G,Highway,75.83,65.22,-71.08,79.9,61.29,38.19,52.86,77.62,41.5,2,194,81.17,3.67,37.88,1,0
74,2026-08-05 07:40:00,WiFi,Urban,90.87,104.71,-75.39,100.92,70.85,60.88,48.0,72.61,44.11,4,184,116.36,3.23,50.67,0,0
